word,frequency
स्तो॒तृभ्य॒,4
स्थापितं,4
स्था॒,4
स्थितानि,4
स्थितिः,4
स्थि॒रैरङ्गै,4
स्नात्वा,4
स्मृताः,4
स्यादित्यर्थः,4
स्या॑म॒,4
स्वतः,4
स्वां,4
स्वात्मनि,4
स्वान्यायुधानि,4
स्वामी,4
स॑स्त॒नूभिः॑,4
हिमालयात्,4
हि॒,4
हीति,4
होता,4
ह॒विषा॑,4
ऽग्नये॑,4
ऽग्निः,4
ऽस्य,4
ऽस्य॒,4
अकद्,3
अकुर्वन्,3
अजायत,3
अतोऽस्य,3
अथो॑,3
अदि॑तिः॒,3
अधः,3
अधीच्छेत्,3
अधो,3
अनन्तरं,3
अनादि,3
अनुत्तरस्यां,3
अन्धाः,3
अन्यः,3
अन्यथेति,3
अन्येषां,3
अप,3
अपरा,3
अपा,3
अभवन्,3
अभ॑व॒न्परासु॑रा॒,3
अयमेव,3
अयम्,3
अरु॑णासश्च,3
अर्थः,3
अलं,3
अविशब्दने,3
अवि॑सृष्टौ,3
अश्विना,3
अस्तु॒,3
अस्माकं,3
अस्माभिः,3
अस्या,3
अहम्,3
अ॑ध्व॒र्योः,3
अ॒ग्नि,3
अ॒ग्निं,3
अ॒ग्निर्मा॒,3
अ॒ग्निर्वा॒युश्च॒,3
अ॒न्या,3
अ॒पाश्न्यु॑ष्णिम॒पा,3
अ॒सश्च॑त,3
अ॒सि॒,3
अ॒स्माद॒स्मादि॒तोऽमुतः॑,3
आकरः,3
आकाशस्य,3
आदित्याना,3
आपदः,3
आपो,3
आपो॑,3
आप॑मापाम॒पः,3
आप॒,3
आरभ्य,3
आर्गोण्,3
आलोक्य,3
आविष्कारे,3
आवेदनानि,3
आशङ्कां,3
आहुः,3
इत,3
इत्यादीनि,3
इन्द्रस्य,3
इमं,3
इमां,3
इमे,3
इषान्त्,3
इ॒मं,3
इ॒ष्ट्वा,3
ई,3
उक्त्वा,3
उच्चरेत्,3
उत्तम,3
उत्तमं,3
उत्पद्यते,3
उद्‌घाटनं,3
उपरि,3
उपस्पृशत,3
उभे,3
उव्,3
उ॑,3
उ॑चैनमे॒वं,3
उ॒पाद॑धात्,3
उ॒भे,3
ऊचुः,3
ऊर्जं॑,3
ऋ॒चा,3
ऋ॒तं,3
ऋ॒ष॒यो,3
एकसत्त्वम्,3
एकाशीति,3
एका॑दश,3
एका॑दश॒,3
एकैकं,3
एतच्छ्रुत्वा,3
एतदर्थं,3
एतस्मिन्नेव,3
एवमुक्ता,3
एवायुधैर्ब्रह्मणो,3
एवाऽऽत्मा,3
ए॒तम॒ग्निं,3
ए॒वास्मै॑,3
ए॒वैनं॒,3
ए॒षा,3
ऐश्वर्यं,3
ओं,3
ओजो॒,3
ओष॑धयः,3
कं,3
कन्यां,3
कम्,3
करणानि,3
करणीयः,3
करोति॒,3
कर्तरि,3
कर्तव्यं,3
कर्तव्यः,3
कर्तव्यता,3
कर्तव्येति,3
कर्तुः,3
कर्मणैव,3
कर्मवशात्,3
कर॒द्यथा॑,3
कलां,3
कलाः,3
कलानां,3
कल्प्यते,3
कष्टं,3
कामं,3
कायेन,3
कारकः,3
कारणात्,3
कार्य,3
कार्यः,3
कार्यान्तरहेतुत्वे,3
कार्ये,3
काल,3
कालश्च,3
कालाग्नि,3
कालोत्तरे,3
किञ्चिद्,3
किल,3
कुब्ज्त्,3
कुर्वन्,3
कृतानि,3
कृतिः,3
कृधि,3
कृपया,3
कृष्णः,3
कृ॒तानि॑,3
कोलकाता,3
कोऽपि,3
कौन्तेय,3
क्रतु॒पाभ्या॑म॒स्य,3
क्रत्वे॒,3
क्रमः,3
क्रमशो,3
क्रमेणैव,3
क्रि,3
क्रियमाणं,3
क्रियाज्ञानं,3
क्व,3
क्षताः,3
क्षमः,3
क्षमा,3
क्ष॒त्रं,3
खाद्यानि,3
खे,3
ख्यातिं,3
गच्छे॑म,3
गच्छ॑ति॒,3
गते,3
गर्भं॑,3
गर्भ॒,3
गाः,3
गाय॒त्रेण॒,3
गावौ॒,3
गा॒तुं,3
गिरा,3
गुजरातराज्यस्य,3
गुणः,3
गुणो,3
गुह्यं,3
गृहं,3
गृहम्,3
गृहाणि,3
गृहीत्वा,3
गृह्णा॒मीति॒,3
गृह्यन्ते,3
गृ॒हा,3
गौतम,3
ग्रहे,3
घटादिवत्,3
घुषिर्,3
घृ॒तस्य॒,3
चक्रवातः,3
चतुर्थं,3
चतुर्विंशति,3
चतु॑श्चत्वारि,3
चत्वारि,3
चामृ॑त्युर॒घाऽऽह॑रत्,3
चितः,3
चित्,3
चिन्ता,3
चिन्तितवन्तः,3
चिह्नानि,3
चि॑नु॒ते,3
चेदपि,3
चेद्,3
चेन्न,3
चैवं,3
चोथ्स॑र्पति,3
चोथ्स॑र्पन्ति,3
छन्दा॒,3
छन्द॑,3
छन्द॑सा,3
जना,3
जनार्दनः,3
जन॑ना,3
जाग॑तेन॒,3
जातमिति,3
जाता,3
जा॑यते,3
जिन्व॑,3
जि॒ह्वा,3
जीवति,3
जी॒वं,3
जुष्टं॑,3
ज्ञानमेव,3
ज्ञानरत्नावल्याम्,3
ज्ञानेन,3
टेस्ट्,3
तत्क्षणात्,3
तत्पदं,3
तत्वाधिपाय,3
तत्सर्वं,3
तदव॑रुन्धे,3
तदानीं,3
तदिदं,3
तदूर्ध्वं,3
तदेवेति,3
तद्धि,3
तपसः,3
तपो॒,3
तमसा,3
तमेव,3
तयोः,3
तल्लिङ्‌गं,3
तामि॒ह,3
तारं,3
तासु,3
तिष्ठत्यन्तरा,3
तीर्थेषु,3
तूर्णं,3
तृतीये,3
तेजो॑,3
तेना,3
तेनोक्तम्,3
तेभ्यो॑,3
तेषामपि,3
तेषामेव,3
त्मना,3
त्री,3
त्रैष्टु॑भेन॒,3
त्वत्तः,3
त्वमेव,3
त्वयि,3
त्वाम्,3
त्वे,3
त॑नोति,3
दक्षा॑य,3
दक्षि॑णां॒,3
दख्षि॑णै॒न्द्रमेका॑दशकपालमृष॒भो,3
दग्ध्वा,3
दधाति,3
दधाति॒,3
दर्वी,3
दर्शनार्थं,3
दर्शपूर्णमासयोः,3
दशधा,3
दशा,3
दाता,3
दानं,3
दा॒शुषे॒,3
दिवं,3
दिशं,3
दीक्षाबीजम्,3
दीक्षितस्य,3
दीक्षैव,3
दीर्घः,3
दुग्धम्,3
दुहाना,3
दु॒ग्धे,3
दृश्यत,3
दृश्य॑ते,3
दृष्टे,3
दृष्टो,3
दृष्ट्या,3
देव्या,3
देव्याः,3
देशस्य,3
देह,3
देहं,3
देहो,3
दे॑वाः,3
दे॒वं,3
दे॒वः,3
दे॒वताः॒,3
दे॒वाना॒मप्ये॑तु॒,3
दे॒वान्,3
दे॒वेभ्यः॒,3
दे॒वेभ्यो॒,3
दो,3
दोषः,3
दोषो,3
द्रष्टव्यम्,3
द्वन्द्वं,3
द्वयं,3
द्वारि,3
द्विच॑त्वारि,3
द्वेधा,3
धर्मं,3
धर्मः,3
धर्मैः,3
ध्रु॒वस्याध्य॑क्षाभ्यां,3
नगरं,3
नन्वेवं,3
नभ॑सा,3
नम,3
नमस्तस्मै,3
नमस्तुभ्यं,3
नम॑,3
नरके,3
नराणां,3
नरेन्द्रमोदिना,3
नरो,3
नर्प्,3
नवधा,3
नवम्बर्,3
नश्यति,3
नायकस्य,3
नार्ति॒मार्च्छ॑ति॒,3
नाश,3
नाशः,3
नास्य,3
निः,3
निकृत्या,3
नित्यः,3
नित्यम्,3
निद्रा,3
नियमे,3
नियामकं,3
निरर्थकः,3
निर्णयस्य,3
निर्दोषं,3
निर्बीजका,3
निर्मलत्वेन,3
निर्वाणा,3
निर्व॑पेत्,3
निवृत्ति,3
निवृत्तिश्च,3
निवेदयेत्,3
निश्चित्य,3
नु,3
नृप,3
नृपम्,3
नेह,3
नैवं,3
नोपलभते,3
नोप॑,3
नोप॒नम॑ति,3
न्द्र,3
न्यायाधिपः,3
न्यायेन,3
न॑मति,3
प,3
पं,3
पञ्चमी,3
पञ्चवर्णं,3
पञ्च॑चत्वारि,3
पटलः,3
पठन्ति,3
पण्डितः,3
पतिं,3
पतिः,3
पते,3
पत्रकारिता,3
पदे,3
पर,3
परतो,3
परन्तु,3
परमां,3
परमे,3
परमेश्वरेति,3
परम्परया,3
परया,3
पराजित्य,3
परा॑,3
परिकीर्तितः,3
परिकीर्तिता,3
परिज्ञाने,3
परिष्वज्य,3
परिसङ्ख्यया,3
परेण,3
पर्ण॒मयी॑,3
पर्यन्तं,3
पर्यन्तम्,3
पवस्व॒,3
पशु,3
पशू॒नां,3
पश्यामि,3
पाकिस्थानेन,3
पाठ,3
पाण्डवाः,3
पाण्डवानां,3
पातु,3
पाथः॑,3
पादमुद्रा,3
पापानि,3
पार्थिवं,3
पार्श्वरेखाद्वय,3
पालनं,3
पाशा,3
पाहि,3
पिबेत्,3
पि॒तृपी॑तस्य॒,3
पीठादौ,3
पीत्वा,3
पुटे,3
पुण्यक्रियावस्तूनि,3
पुद्गलं,3
पुनरुच्यते,3
पुनरेव,3
पुनश्च,3
पुराणं,3
पुरुषो,3
पुरे,3
पुरो॒डाशं॒,3
पुरो॒डाश॑म॒ष्टाक॑पालं॒,3
पु॒रस्ता,3
पु॒रा,3
पूजया,3
पूजयामास,3
पूज्याः,3
पूरणं,3
पूर्वदिशि,3
पूर्वे,3
पृत॑ना,3
पृथिवीं,3
पृथि॒व्या,3
पृथ्व्यादि,3
पृषदा॒ज्य,3
पृष्ठे,3
पृ॒ष्ठे,3
पौष्करे,3
प्न्च्,3
प्रकारमाह,3
प्रकाशयति,3
प्रकीर्तिता,3
प्रकुर्वीत,3
प्रकृतौ,3
प्रकृत्यादि,3
प्रजानां,3
प्रजापतिः,3
प्रज्ञापारमितां,3
प्रणवं,3
प्रणिपत्य,3
प्रतिपद्यते,3
प्रतिपद्यितव्यं,3
प्रतिपाद्य,3
प्रतिपुन्नियतः,3
प्रतिमास्वपि,3
प्रतिरोद्धुं,3
प्रतिष्ठाया,3
प्रति॒ष्ठा,3
प्रदक्षिणं,3
प्रदापयेत्,3
प्रधानस्य,3
प्रभाषेत,3
